Geography,Gender,Age,Balance,IsActiveMember,Exited
Spain,Female,40.0,0.0,1,0
Spain,Male,34.0,149940.04,0,0
Germany,Male,50.0,121438.58,1,1
France,Male,32.0,0.0,0,0
France,Female,50.0,0.0,1,1
France,Male,29.0,148874.01,1,0
Spain,Female,32.0,68138.37,1,0
Spain,Male,35.0,110080.3,1,0
France,Male,24.0,0.0,1,0
Germany,Female,25.0,114268.85,1,0
Germany,Male,29.0,117412.35,0,0
France,Female,38.0,0.0,1,0
France,Female,35.0,0.0,0,0
Germany,Female,37.0,35549.81,0,0
France,Male,56.0,0.0,1,0
France,Male,36.0,136492.92,1,1
Germany,Male,28.0,123675.69,1,0
France,Female,40.0,139532.34,0,0
Spain,Male,58.0,178713.98,1,0
France,Male,40.0,0.0,0,0
France,Male,41.0,89086.31,0,0
Spain,Male,38.0,96143.47,0,0
Germany,Female,30.0,32197.64,1,0
France,Male,38.0,0.0,1,0
France,Female,33.0,0.0,0,0
Spain,Male,32.0,0.0,1,0
France,Male,33.0,0.0,0,0
Germany,Female,40.0,140306.38,0,1
France,Female,35.0,0.0,0,0
France,Male,38.0,0.0,0,0
Germany,Female,42.0,74483.97,1,0
France,Female,53.0,0.0,1,1
Spain,Male,34.0,0.0,0,0
France,Male,37.0,152303.66,1,0
Germany,Male,32.0,159904.79,0,0
France,Male,32.0,0.0,0,0
Germany,Female,31.0,99557.94,0,0
Spain,Female,46.0,116886.59,0,0
Spain,Male,32.0,142188.2,1,0
Germany,Female,40.0,149961.99,0,0
France,Female,36.0,0.0,1,0
France,Female,34.0,0.0,0,0
Spain,Male,53.0,0.0,1,0
Spain,Male,40.0,28649.64,1,0
France,Female,21.0,81025.6,0,0
France,Male,57.0,0.0,1,0
France,Female,39.0,152462.79,0,0
France,Male,25.0,0.0,1,0
Spain,Male,28.0,155519.59,0,0
France,Female,36.0,118851.05,1,0
France,Female,34.0,92899.27,0,0
France,Male,40.0,0.0,1,0
France,Male,37.0,75263.7,0,0
Spain,Male,38.0,147904.31,1,0
Germany,Female,41.0,106640.5,0,0
Germany,Female,28.0,90696.78,1,0
Spain,Female,36.0,175509.8,0,0
France,Male,40.0,0.0,1,0
France,Female,34.0,0.0,0,0
France,Female,35.0,114321.28,0,0
Germany,Female,51.0,95560.04,0,1
Germany,Female,50.0,88379.81,1,1
Germany,Male,48.0,85915.52,1,0
Germany,Male,58.0,72309.3,1,1
France,Female,39.0,0.0,0,0
France,Male,43.0,0.0,1,0
France,Male,38.9218,0.0,0,0
France,Male,58.0,0.0,1,1
France,Female,33.0,0.0,0,1
France,Male,30.0,133844.22,1,0
France,Male,36.0,154872.08,1,0
France,Female,27.0,0.0,0,0
Spain,Male,43.0,116121.67,0,0
Germany,Male,42.0,107104.5,1,1
France,Male,47.0,71026.77,0,0
France,Male,38.0,0.0,0,0
France,Male,33.0,0.0,1,0
France,Female,41.0,0.0,1,0
France,Male,53.0,0.0,1,0
France,Female,27.0,0.0,0,0
France,Female,39.0,145644.05,0,0
Spain,Female,50.0,129667.77,0,0
Germany,Male,33.0,109341.87,0,0
France,Male,38.9218,0.0,1,0
France,Female,35.0,0.0,1,0
Spain,Female,30.0,0.0,0,0
France,Male,55.0,87485.67,1,0
France,Male,27.0,0.0,0,0
France,Female,36.0,53369.13,1,0
France,Female,35.0,0.0,1,0
Spain,Male,34.0,146679.77,0,0
France,Male,43.0,112499.42,0,0
Spain,Female,38.0,48387.0,0,0
Spain,Male,38.0,68079.8,1,0
Germany,Male,49.0,160133.88,1,0
France,Male,30.0,66190.33,1,0
France,Female,37.0,0.0,1,1
France,Male,35.0,123761.68,0,0
Germany,Female,33.0,122325.58,0,1
France,Male,41.0,0.0,0,0
Spain,Female,42.0,138912.17,1,0
France,Female,42.0,0.0,1,0
Germany,Female,25.0,128524.19,0,0
Spain,Female,31.0,0.0,0,0
France,Female,34.0,0.0,0,0
Germany,Female,49.0,132934.89,0,1
Germany,Male,43.0,150805.17,1,1
Spain,Female,46.0,0.0,1,0
Spain,Male,32.0,0.0,1,0
Spain,Female,28.0,165969.26,0,1
Germany,Female,36.0,124495.98,1,1
Germany,Male,39.0,141559.5,1,1
France,Male,38.0,114756.14,0,0
France,Female,30.0,0.0,1,0
Germany,Female,49.0,155393.98,0,1
Spain,Female,32.0,0.0,1,1
Germany,Female,31.0,128663.81,0,0
Spain,Male,44.0,113522.64,1,0
Spain,Female,26.0,0.0,0,0
France,Male,34.0,0.0,1,0
Spain,Female,40.0,79035.95,0,1
Spain,Female,22.0,0.0,1,1
Germany,Male,33.0,141918.09,1,0
France,Female,35.0,107944.33,0,0
France,Male,36.0,0.0,1,0
Germany,Male,57.0,120043.13,0,1
Spain,Female,45.0,125191.69,1,1
France,Male,31.0,96399.31,0,0
France,Male,41.0,0.0,1,0
France,Male,60.0,76961.6,1,0
Germany,Female,34.0,98675.74,0,1
Germany,Male,37.0,126817.13,1,1
France,Male,32.0,121394.42,0,0
Germany,Female,29.0,106059.4,0,1
Germany,Male,44.0,112755.34,0,0
Spain,Male,29.0,0.0,0,0
Spain,Female,55.0,0.0,0,1
Germany,Female,38.0,145400.69,1,0
France,Male,39.0,72647.64,0,1
Spain,Male,40.0,0.0,1,0
Germany,Female,37.0,96340.81,1,1
Spain,Male,55.0,0.0,1,1
Germany,Male,32.0,124450.36,1,0
Germany,Male,36.0,113877.23,0,0
Spain,Male,25.0,0.0,1,0
France,Female,36.0,148667.81,0,0
France,Male,34.0,0.0,1,0
France,Female,62.0,111065.93,1,0
France,Male,41.0,0.0,0,0
France,Male,44.0,158697.61,0,0
France,Female,53.0,0.0,0,1
Spain,Male,25.0,0.0,0,0
France,Female,48.0,90044.32,1,1
Germany,Male,38.0,84651.79,1,0
Germany,Male,32.0,102128.27,0,1
Germany,Male,60.0,148846.39,0,1
France,Male,38.9218,154953.94,1,0
France,Female,30.0,108883.29,0,0
France,Female,48.0,112070.86,0,1
Germany,Male,29.0,131354.39,1,1
Germany,Female,45.0,132746.2,0,1
France,Female,34.0,0.0,1,0
France,Male,39.0,125211.55,0,0
Spain,Male,58.0,0.0,1,1
Germany,Male,36.0,139422.37,0,1
France,Female,28.0,0.0,1,0
Germany,Female,47.0,157099.47,1,0
France,Male,40.0,0.0,0,0
Spain,Male,26.0,83600.24,1,0
France,Male,28.0,0.0,0,0
Germany,Male,36.0,81795.74,0,0
Spain,Male,38.0,129378.32,1,0
France,Female,46.0,0.0,0,0
Spain,Female,56.0,0.0,1,0
France,Male,22.0,99339.0,0,1
Spain,Male,36.0,0.0,0,0
Germany,Female,29.0,74430.1,1,0
Spain,Male,38.0,91241.85,1,0
Germany,Male,32.0,99092.45,1,0
France,Female,26.0,0.0,0,0
Germany,Female,39.0,100062.16,0,0
Germany,Female,26.0,98723.67,1,0
Spain,Male,29.0,0.0,1,0
France,Male,43.0,128760.32,0,0
Spain,Female,52.0,144772.69,0,1
Spain,Male,44.0,0.0,0,1
France,Male,26.0,71281.29,1,1
France,Male,29.0,117035.89,1,0
France,Male,26.0,0.0,0,0
France,Female,40.0,3768.69,0,1
Germany,Female,36.0,108913.84,1,0
Germany,Male,28.0,101100.22,1,0
France,Female,38.0,110615.47,1,0
Germany,Male,33.0,152143.89,1,0
France,Male,47.0,121797.09,1,1
France,Female,41.0,109798.25,1,0
Germany,Male,41.0,122403.24,1,1
France,Female,43.0,145860.98,1,1
Spain,Male,40.0,0.0,0,0
France,Male,29.0,0.0,0,0
Germany,Female,48.0,105086.74,1,1
France,Male,22.0,114991.45,1,0
Spain,Female,33.0,96769.04,1,0
France,Female,23.0,0.0,0,0
France,Female,34.0,0.0,0,0
Germany,Male,23.0,132725.1,1,0
France,Female,38.9218,0.0,1,0
France,Female,26.0,0.0,0,0
France,Female,33.0,0.0,0,0
Spain,Female,33.0,84557.82,1,0
France,Male,49.0,93817.41,1,1
France,Female,33.0,113913.53,1,0
Germany,Female,44.0,140406.68,1,0
Spain,Female,22.0,105229.34,1,0
Spain,Female,46.0,0.0,1,1
France,Female,41.0,137891.35,0,1
France,Female,35.0,0.0,1,0
France,Female,53.0,0.0,1,0
France,Male,37.0,165252.52,0,0
France,Male,32.0,0.0,0,0
France,Female,38.9218,0.0,1,0
Spain,Male,23.0,0.0,1,0
Germany,Female,28.0,122034.4,1,1
France,Female,44.0,0.0,0,0
France,Male,59.0,118962.58,1,0
Spain,Male,49.0,0.0,0,1
France,Female,34.0,71379.53,1,0
France,Female,40.0,171178.25,0,1
France,Male,36.0,131307.11,0,0
Spain,Male,62.0,0.0,1,0
Spain,Female,27.0,87099.85,0,0
France,Male,38.9218,183135.39,1,0
France,Male,26.0,0.0,1,0
France,Male,51.0,0.0,0,1
France,Male,31.0,0.0,1,0
France,Female,33.0,0.0,1,0
Spain,Female,33.0,72535.45,1,0
Germany,Male,58.0,128137.42,0,1
France,Male,51.0,0.0,0,0
Germany,Male,42.0,115915.53,1,1
France,Male,38.9218,0.0,1,0
France,Male,50.0,0.0,0,0
France,Male,29.0,107000.49,1,0
Spain,Female,38.0,0.0,0,0
France,Female,34.0,0.0,0,0
Spain,Male,34.0,152806.74,0,0
France,Female,60.0,92887.06,0,1
France,Male,25.0,0.0,1,0
Germany,Female,40.0,114940.67,1,1
Germany,Male,34.0,140641.26,1,0
Germany,Female,38.9218,71816.74,0,1
France,Female,41.0,0.0,1,0
France,Male,48.0,165282.42,0,1
Spain,Male,42.0,143145.87,0,0
France,Male,28.0,114731.76,1,0
Germany,Female,46.0,113909.69,0,1
Germany,Male,36.0,116695.27,0,0
France,Male,42.0,0.0,0,1
Spain,Male,43.0,0.0,1,0
France,Male,36.0,0.0,1,0
Germany,Male,37.0,93978.96,0,0
Germany,Male,35.0,121968.11,1,0
France,Male,37.0,97324.91,0,0
Spain,Male,29.0,0.0,0,0
France,Male,37.0,0.0,1,0
France,Female,48.0,0.0,1,0
France,Male,42.0,145155.37,0,1
France,Male,28.0,137222.77,0,0
France,Male,48.0,0.0,1,0
Germany,Female,38.0,114268.22,1,0
Spain,Male,27.0,0.0,1,0
Spain,Female,42.0,0.0,0,0
France,Female,40.0,150490.32,0,1
Germany,Male,28.0,160858.13,0,0
Spain,Male,39.0,170288.38,1,0
Germany,Female,27.0,111568.01,1,0
Spain,Male,29.0,83889.03,0,0
Germany,Female,35.0,171982.95,1,0
France,Female,34.0,0.0,0,0
France,Male,20.0,137624.4,1,0
France,Male,50.0,121159.65,0,1
France,Male,29.0,0.0,1,0
Spain,Male,52.0,0.0,1,0
France,Male,37.0,91184.01,0,0
Spain,Male,18.0,0.0,0,0
Germany,Female,54.0,144027.8,1,1
France,Female,34.0,0.0,1,0
France,Female,29.0,140170.61,1,0
France,Male,27.0,62092.9,1,0
Spain,Male,39.0,0.0,1,0
Spain,Male,35.0,0.0,0,0
France,Male,45.0,0.0,0,0
France,Female,33.0,103516.87,0,0
Spain,Male,30.0,0.0,0,1
France,Female,35.0,0.0,0,1
France,Male,34.0,0.0,1,0
France,Female,31.0,0.0,1,0
Spain,Male,43.0,85162.26,1,1
France,Female,43.0,143061.88,0,0
Spain,Female,46.0,0.0,1,0
Spain,Female,33.0,137388.01,0,0
Germany,Female,25.0,137712.01,1,0
Germany,Male,40.0,106901.42,0,0
Spain,Male,47.0,105603.21,1,0
Germany,Female,40.0,150679.71,1,0
Germany,Male,30.0,108300.27,1,1
France,Female,46.0,52016.08,1,0
Germany,Male,34.0,60515.13,0,0
Germany,Male,35.0,158584.28,0,0
Germany,Male,47.0,118812.5,0,0
Spain,Male,46.0,0.0,0,0
France,Male,37.0,0.0,1,0
Germany,Female,47.0,91219.29,0,1
Spain,Male,32.0,0.0,0,0
France,Female,22.0,76318.64,1,0
Spain,Female,58.0,0.0,0,0
France,Female,24.0,0.0,1,1
Germany,Male,25.0,111432.13,1,0
Spain,Male,41.0,150148.51,0,0
France,Female,32.0,38550.06,1,0
France,Female,39.0,119013.86,0,0
Germany,Female,39.0,111213.64,1,0
Germany,Male,28.0,71097.23,1,0
Spain,Male,36.0,109632.85,1,0
France,Male,38.9218,148368.02,0,1
France,Male,45.0,148600.91,0,1
France,Male,48.0,71083.98,0,0
France,Female,40.0,139625.34,0,1
France,Female,39.0,0.0,0,1
France,Male,30.0,0.0,1,0
France,Male,38.9218,81564.1,1,0
Spain,Male,36.0,0.0,1,0
France,Female,28.0,124540.28,1,0
France,Female,42.0,133616.39,0,0
Germany,Female,38.0,101648.5,0,0
France,Female,26.0,124281.84,1,0
France,Female,59.0,0.0,1,0
Spain,Male,45.0,0.0,0,0
France,Female,37.0,183613.66,0,0
Germany,Male,38.9218,136186.44,1,1
France,Male,47.0,137682.68,0,0
France,Male,34.0,106005.54,1,0
France,Female,31.0,152310.55,0,0
France,Female,43.0,0.0,0,0
Spain,Male,32.0,134446.04,1,0
France,Female,38.0,142289.28,1,0
France,Male,19.0,0.0,1,0
France,Female,45.0,0.0,0,1
Germany,Female,46.0,149003.76,0,0
Germany,Male,41.0,131341.46,1,0
Spain,Female,29.0,77919.78,0,0
France,Female,34.0,0.0,1,0
France,Female,41.0,108309.0,1,1
Spain,Female,39.0,0.0,1,0
Spain,Female,40.0,0.0,0,0
Germany,Male,36.0,115462.02,1,0
Spain,Male,37.0,0.0,0,0
Germany,Female,23.0,122739.1,0,1
France,Female,32.0,0.0,0,0
Germany,Female,53.0,113781.5,1,1
Spain,Female,49.0,0.0,1,0
France,Male,35.0,0.0,1,0
France,Male,43.0,128284.45,0,1
Germany,Male,45.0,120591.19,0,0
France,Male,38.9218,0.0,1,0
France,Female,59.0,166968.28,0,1
Spain,Female,39.0,0.0,0,0
France,Female,49.0,0.0,1,0
Spain,Male,42.0,0.0,1,0
Germany,Male,38.0,71667.97,0,0
Germany,Female,31.0,82729.47,0,0
France,Male,40.0,0.0,1,0
France,Male,23.0,0.0,0,0
Spain,Female,30.0,0.0,0,0
Germany,Male,39.0,129626.19,1,0
Germany,Female,26.0,114035.39,0,0
Germany,Male,32.0,151922.94,0,0
France,Female,39.0,0.0,1,0
Spain,Female,27.0,107751.68,1,0
France,Male,37.0,0.0,0,0
Spain,Female,41.0,101179.23,1,0
Spain,Female,36.0,0.0,1,0
France,Female,40.0,0.0,1,0
France,Male,33.0,0.0,0,0
Germany,Male,36.0,58571.18,0,0
Germany,Female,38.0,153058.64,0,0
Germany,Male,35.0,98270.34,0,0
France,Male,43.0,130788.71,1,1
Germany,Male,40.0,99165.84,1,1
France,Female,42.0,0.0,0,0
France,Male,44.0,0.0,1,0
Spain,Male,23.0,115636.05,0,0
Germany,Female,44.0,185932.18,0,0
Germany,Male,30.0,72549.0,1,0
France,Male,42.0,0.0,1,0
France,Female,35.0,0.0,0,0
France,Male,39.0,0.0,1,0
Germany,Male,29.0,121890.06,0,1
France,Male,46.0,99786.07,1,1
France,Male,34.0,0.0,1,0
Germany,Male,27.0,115084.53,1,0
France,Male,30.0,0.0,1,0
France,Female,32.0,127661.69,0,0
Germany,Female,47.0,118907.6,1,1
Germany,Female,44.0,77627.33,0,0
Spain,Male,40.0,160625.17,1,0
Spain,Female,29.0,0.0,0,0
France,Female,20.0,124266.86,0,0
France,Female,25.0,127974.06,1,0
France,Male,43.0,0.0,1,0
Spain,Female,48.0,0.0,0,1
Germany,Female,30.0,104911.35,1,0
France,Male,27.0,0.0,0,0
France,Male,43.0,0.0,1,0
Spain,Female,43.0,110646.54,0,0
France,Male,57.0,0.0,1,0
Germany,Male,42.0,126704.49,0,0
France,Male,30.0,0.0,1,0
Spain,Male,31.0,84560.04,1,0
France,Male,43.0,0.0,0,1
Germany,Female,38.0,129893.56,0,0
Spain,Male,25.0,167385.81,1,0
France,Female,27.0,0.0,1,0
Germany,Female,36.0,105858.71,1,0
Germany,Female,44.0,123070.89,0,1
France,Male,39.0,0.0,1,0
Spain,Female,48.0,0.0,1,0
France,Female,40.0,0.0,0,0
Germany,Male,35.0,125141.24,1,0
France,Female,46.0,96173.17,1,0
Spain,Female,37.0,0.0,1,0
Spain,Male,39.0,0.0,0,0
France,Female,55.0,0.0,1,0
Germany,Female,35.0,127543.11,0,1
France,Male,38.0,0.0,0,0
France,Female,56.0,0.0,0,1
France,Male,38.9218,103101.56,1,1
France,Male,54.0,126113.28,0,0
France,Male,41.0,40488.76,0,0
Germany,Female,40.0,137389.77,0,0
France,Female,28.0,85146.36,0,0
Germany,Male,35.0,129828.58,1,1
France,Male,42.0,80214.36,0,1
France,Female,40.0,0.0,1,0
France,Male,34.0,141796.43,0,0
France,Female,49.0,195238.29,1,1
Germany,Male,27.0,111348.15,0,0
France,Male,43.0,0.0,1,0
France,Female,38.9218,0.0,1,0
Germany,Female,42.0,64404.26,0,0
Germany,Male,40.0,154309.67,1,1
France,Male,38.9218,129431.36,1,0
Spain,Female,43.0,134204.67,1,0
France,Female,39.0,0.0,1,0
France,Female,32.0,0.0,1,0
France,Female,50.0,0.0,0,1
Germany,Female,48.0,116711.06,0,0
France,Male,31.0,0.0,0,0
Spain,Male,34.0,54980.81,1,0
Spain,Female,37.0,99773.85,0,0
Germany,Male,30.0,101231.77,0,0
Germany,Male,32.0,117070.21,0,0
Germany,Male,23.0,73314.04,0,0
France,Male,37.0,0.0,1,0
France,Male,37.0,212314.03,1,0
France,Female,31.0,136067.82,0,0
Spain,Female,42.0,109052.04,0,0
France,Female,35.0,79126.17,1,0
Spain,Female,55.0,0.0,0,1
France,Female,35.0,108308.0,0,1
Germany,Female,48.0,102290.56,0,0
France,Male,39.0,102025.08,0,0
Germany,Female,37.0,113383.07,1,0
Spain,Female,38.9218,102541.1,0,0
Spain,Male,35.0,0.0,0,0
Spain,Male,40.0,0.0,0,0
France,Female,41.0,109941.51,0,0
Germany,Male,41.0,141749.68,1,0
France,Male,38.0,0.0,1,0
France,Male,44.0,0.0,0,0
France,Male,37.0,85146.48,0,1
France,Female,44.0,134066.1,1,0
France,Female,28.0,0.0,0,0
Spain,Male,27.0,0.0,1,0
France,Male,35.0,87619.29,0,0
France,Male,51.0,0.0,1,1
Spain,Female,30.0,0.0,0,0
Spain,Male,27.0,0.0,0,0
Germany,Male,43.0,103409.16,0,1
Germany,Female,30.0,123040.38,1,0
France,Male,41.0,108128.52,1,0
Germany,Male,48.0,169023.33,1,0
France,Male,30.0,0.0,1,0
Spain,Female,41.0,0.0,1,0
France,Female,29.0,0.0,1,0
Spain,Male,42.0,222267.63,0,1
Germany,Female,47.0,144090.42,0,1
France,Male,30.0,114835.43,1,0
France,Male,44.0,0.0,0,0
France,Male,34.0,145030.92,1,0
France,Male,43.0,71240.3,1,0
France,Male,59.0,138772.15,1,0
Spain,Female,29.0,93617.07,1,0
Spain,Female,23.0,0.0,1,0
Spain,Female,45.0,0.0,1,0
Spain,Male,25.0,74237.2,1,0
Germany,Female,49.0,127421.78,0,1
Spain,Female,28.0,61274.7,0,0
France,Male,34.0,106486.66,1,0
France,Female,29.0,73194.52,1,0
Germany,Female,44.0,146498.76,0,1
France,Male,47.0,0.0,0,0
France,Female,32.0,0.0,1,0
Spain,Female,30.0,0.0,0,0
Spain,Male,30.0,120355.0,0,0
France,Male,32.0,117265.21,1,0
France,Female,43.0,0.0,1,0
Spain,Female,52.0,0.0,0,1
Germany,Female,37.0,109974.22,1,1
Germany,Female,44.0,98009.13,1,0
France,Male,34.0,0.0,1,0
France,Male,38.9218,0.0,1,0
Spain,Female,34.0,171671.9,1,0
Spain,Male,38.9218,0.0,0,1
France,Female,60.0,0.0,0,1
France,Male,61.0,128213.96,1,1
Germany,Male,51.0,116197.65,1,0
France,Male,39.0,0.0,0,0
Spain,Female,36.0,86607.39,0,0
France,Male,29.0,0.0,0,0
Germany,Male,62.0,98854.34,0,1
France,Male,31.0,0.0,0,0
France,Male,59.0,0.0,1,0
Germany,Male,31.0,97338.19,0,0
France,Male,30.0,0.0,1,0
Spain,Male,34.0,0.0,0,0
France,Female,33.0,131698.57,0,0
Germany,Male,37.0,130110.45,1,0
Spain,Male,44.0,0.0,0,0
Spain,Male,24.0,165149.13,0,0
Spain,Female,37.0,101707.8,0,0
France,Female,34.0,105588.66,1,0
Germany,Male,39.0,111336.89,0,1
France,Male,60.0,78391.17,1,0
Spain,Female,27.0,0.0,1,0
France,Male,34.0,0.0,0,1
Germany,Female,41.0,144326.09,0,1
Germany,Male,27.0,101278.25,1,0
Germany,Female,19.0,108711.57,0,0
Spain,Male,38.9218,108555.07,1,0
Germany,Female,35.0,146781.24,0,0
France,Female,36.0,0.0,1,0
Spain,Male,35.0,0.0,0,0
France,Female,25.0,0.0,1,0
France,Male,34.0,0.0,1,0
Germany,Male,38.9218,103291.25,1,0
Spain,Female,29.0,209490.21,1,1
Spain,Male,38.0,0.0,0,1
France,Male,33.0,0.0,1,0
France,Male,45.0,0.0,0,0
Spain,Male,23.0,0.0,0,0
France,Male,34.0,0.0,0,0
France,Male,37.0,149405.18,1,0
France,Female,52.0,191665.21,1,1
Spain,Female,40.0,0.0,0,0
France,Male,41.0,135071.12,1,0
France,Male,41.0,0.0,1,0
Spain,Male,39.0,0.0,1,0
Germany,Male,38.0,181804.34,1,0
France,Female,60.0,47020.65,1,1
France,Female,36.0,128518.98,1,1
Germany,Female,38.0,142658.04,1,0
France,Female,21.0,120150.39,1,0
France,Female,35.0,81905.95,1,0
France,Male,26.0,137998.2,1,0
Germany,Female,26.0,123126.29,0,0
France,Female,51.0,0.0,1,0
Germany,Male,43.0,135645.29,1,1
Spain,Male,31.0,122449.31,1,0
Spain,Male,40.0,161766.87,0,0
France,Female,37.0,0.0,1,0
Germany,Male,36.0,123187.51,1,0
Germany,Male,36.0,150956.71,0,0
Spain,Female,42.0,105021.28,0,0
France,Male,38.9218,0.0,1,0
Spain,Female,50.0,133204.91,1,0
Spain,Female,35.0,0.0,1,0
Germany,Female,49.0,115488.52,1,1
France,Male,29.0,0.0,0,0
Spain,Male,41.0,0.0,0,0
Spain,Female,38.0,0.0,0,0
France,Female,40.0,0.0,0,0
Germany,Female,39.0,130565.02,0,1
France,Female,41.0,91328.71,0,0
France,Male,35.0,0.0,1,0
France,Male,50.0,81310.34,1,0
France,Male,34.0,107136.6,0,0
Spain,Male,34.0,0.0,1,0
France,Male,43.0,0.0,1,0
France,Male,46.0,0.0,1,1
France,Male,33.0,108477.49,1,1
Germany,Male,40.0,144757.97,1,0
Spain,Male,33.0,0.0,1,0
Spain,Male,36.0,113110.26,0,0
France,Female,27.0,106414.57,0,0
Spain,Male,42.0,106920.91,1,0
Spain,Male,35.0,0.0,0,0
Germany,Female,39.0,131513.26,1,0
France,Female,53.0,0.0,0,0
France,Male,40.0,134320.23,0,0
France,Female,29.0,79715.36,0,0
France,Female,38.0,74306.19,0,0
Spain,Female,50.0,0.0,1,1
Germany,Male,42.0,126428.38,0,0
Spain,Male,38.0,99640.89,0,0
France,Male,43.0,66338.68,1,1
Spain,Female,39.0,0.0,1,0
Spain,Male,43.0,128226.37,0,0
France,Female,26.0,0.0,1,0
France,Male,36.0,0.0,0,0
Spain,Male,37.0,0.0,1,0
France,Female,32.0,0.0,0,0
France,Male,24.0,122168.65,0,0
France,Female,43.0,178074.33,0,0
Germany,Male,59.0,135078.41,0,1
Spain,Male,38.0,69434.4,1,1
France,Female,29.0,0.0,0,0
France,Male,38.9218,0.0,1,0
Germany,Male,34.0,122726.56,1,0
France,Female,38.0,164496.99,1,0
Spain,Female,38.0,0.0,0,0
France,Female,41.0,150219.41,0,0
France,Male,42.0,187534.79,1,1
France,Female,30.0,0.0,0,0
France,Male,30.0,0.0,1,0
France,Male,34.0,103108.17,0,0
Germany,Female,50.0,96486.57,1,0
Germany,Male,36.0,90560.48,0,0
Spain,Male,46.0,131764.96,1,1
Spain,Female,24.0,92476.88,0,0
Germany,Male,47.0,152076.93,0,1
France,Male,43.0,0.0,1,0
France,Male,49.0,0.0,1,1
France,Male,29.0,43504.42,1,0
Spain,Female,39.0,0.0,0,0
Spain,Female,28.0,0.0,1,0
Germany,Female,38.0,93569.86,0,1
Spain,Male,45.0,102486.21,1,0
France,Male,36.0,0.0,1,0
Germany,Male,37.0,114346.3,1,1
France,Male,23.0,110203.77,0,0
France,Female,39.0,128362.59,0,0
Germany,Female,49.0,143888.22,1,1
Spain,Male,34.0,170600.78,1,0
France,Female,32.0,0.0,1,0
Spain,Female,46.0,0.0,1,0
France,Female,39.0,75339.64,1,0
France,Female,40.0,122038.34,0,0
France,Male,34.0,0.0,1,0
France,Male,51.0,186825.57,0,1
France,Male,40.0,124788.18,0,0
France,Female,41.0,0.0,1,0
France,Female,38.9218,0.0,1,0
France,Male,51.0,138553.57,1,0
Spain,Male,39.0,0.0,1,0
France,Male,35.0,105387.89,1,0
Spain,Male,40.0,95053.1,1,1
France,Male,36.0,0.0,1,0
Spain,Female,32.0,0.0,1,0
France,Male,34.0,137361.96,0,0
Spain,Male,32.0,158537.42,0,0
Spain,Female,29.0,0.0,0,0
Germany,Female,48.0,143595.87,0,1
Germany,Male,32.0,169947.41,1,0
France,Female,24.0,148167.83,1,0
France,Male,31.0,0.0,0,0
France,Female,39.0,48023.83,0,0
France,Male,36.0,155655.46,1,1
France,Female,46.0,0.0,0,0
France,Male,62.0,0.0,1,0
France,Female,52.0,0.0,0,1
France,Male,32.0,121240.76,0,0
France,Female,36.0,0.0,0,0
France,Female,37.0,0.0,1,0
Germany,Male,35.0,129847.75,0,0
Germany,Female,55.0,118772.71,0,1
France,Male,46.0,0.0,1,0
Germany,Male,32.0,105163.88,1,0
France,Male,28.0,0.0,1,0
France,Female,39.0,0.0,1,0
France,Female,29.0,0.0,0,0
France,Female,35.0,93934.63,0,0
France,Female,38.9218,117866.92,1,0
France,Female,55.0,0.0,1,1
Spain,Female,26.0,122857.46,0,1
France,Male,32.0,0.0,1,0
France,Female,37.0,127103.97,1,0
France,Female,43.0,0.0,1,1
France,Male,54.0,96402.96,0,1
France,Male,31.0,132512.26,1,0
Spain,Male,47.0,107604.66,1,0
France,Male,34.0,0.0,0,0
France,Male,38.0,0.0,0,0
Germany,Male,34.0,120875.23,1,0
France,Female,37.0,71786.9,1,0
France,Female,37.0,113143.12,0,0
Spain,Male,49.0,150777.72,1,0
Spain,Male,35.0,174894.53,1,0
France,Male,28.0,0.0,0,0
France,Female,43.0,160416.56,1,0
France,Male,48.0,91246.53,0,1
Spain,Male,46.0,0.0,0,0
France,Female,35.0,0.0,1,0
Germany,Female,23.0,98775.23,0,0
Germany,Female,47.0,139756.12,0,1
Spain,Male,42.0,177626.77,1,1
France,Male,54.0,0.0,1,1
Spain,Male,50.0,0.0,0,1
Spain,Male,42.0,0.0,1,0
Germany,Male,37.0,152496.82,1,0
France,Male,52.0,0.0,1,0
Germany,Male,26.0,112930.28,0,0
Germany,Female,26.0,113674.2,0,1
France,Male,44.0,0.0,0,0
France,Male,38.0,144450.58,1,0
France,Male,52.0,171236.3,0,1
Spain,Male,37.0,96776.49,1,0
Germany,Female,58.0,145984.92,1,0
Germany,Male,43.0,96353.8,0,0
France,Male,25.0,0.0,1,0
Germany,Female,33.0,115777.23,1,0
France,Female,51.0,122822.0,0,0
Spain,Male,61.0,0.0,1,0
France,Male,40.0,0.0,0,0
Spain,Female,32.0,79450.09,1,0
Germany,Male,33.0,122394.0,1,0
Spain,Female,43.0,0.0,0,0
Germany,Male,41.0,134378.89,1,0
France,Male,29.0,0.0,0,0
Spain,Female,31.0,88161.85,0,0
Spain,Male,41.0,142412.13,0,0
France,Male,35.0,121030.9,0,0
Germany,Female,35.0,165982.43,1,0
Spain,Female,35.0,0.0,0,0
France,Female,32.0,206663.75,0,0
Germany,Male,37.0,94661.53,0,0
France,Male,25.0,174400.36,0,0
Spain,Male,41.0,123428.69,1,0
Spain,Male,43.0,175735.5,1,0
Spain,Male,36.0,78381.13,1,0
